"KX-3H-20.0MHz 16pF","",HC-49/U3H,"20.0МГц",50ppm,7pF,16pF,Geyer,"Quartz Crystal",CRYSTAL,HC-49S,""
ECS-200-12-33,"",3.2x2.5,"20.0МГц",50ppm,5,12,ECS,"The sub miniature ECX-32 is a compact SMD Crystal",CRYSTAL4,ECX-32,""
