BSS138,"",50,0.22,20,1.5,SOT-23,"ON Semiconductor","N-Channel Logic Level Enhancement Mode Field Effect Transistor",NMOS-G1S2D3,SOT-23,""
Si2337DS-T1-E3,"",80,2.2,20,4,SOT-23,Vishay,"P-Channel 80 V (D-S) MOSFET",PMOS-G1S2D3,SOT-23,""
